key,source,target
/3EDD195B4D245014095E53AC5BF61EB0,Class 171 DMCL,Class 171 带司机室动车
/E52609FC46F22F38F5B5E999CCF405ED,Class 171 DMCL(W),Class 171 带司机室动车（无障碍）
/96D85AD24F42B185769F02A9DBEF6038,Class 171 SN,南方铁路 171 型动车组
/A2B3E6104A4EEC8F3AA5F6ADD2850EFF,Class 171 SN,南方铁路 171 型动车组
/BFCC6E9A4A3279D33B0EA6984AE120D1,Class 171 SN,南方铁路 171 型动车组
/D25C82AD4895866245C48191F526CBFF,Class 171 SN,南方铁路 171 型动车组
/6B63B3A4420AF7DAB0B1DCB61EE3747C,Class 171/7 BR,英国铁路 171/7 型动车组
/EA55E14147C5D80F542119B7EDAAB3A8,Class 171/8 BR,英国铁路 171/8 型动车组
/569D34754BDDCABCB41D65A6950C8BEB,Closed,关闭
/85563E7C4CCE14093CCF46A113A44611,Closed,关闭
/04BA235C4C70C8DB39384EA726884BA0,Compressor Speed Up,压缩机提速
/DAC23A554CA9B3474F76D4B37CDA4F96,Confirm,确认
/61E4C06E4807899EDB26078966B6F647,Contact Signaller,联系信号员
/BB32B96F43EBDAC12E4F5BB490B4B268,Contact Signaller,联系信号员
/D3128A0843BDBC3F71D926A35DE5E54E,Contacting Signaller,正在联系信号员
/0701BB414509A0713349FEB78C6674EE,Couple,连挂
/CE1A262441D8436F53A3C48BDC557AEC,Coupled Test,连挂测试
/425B124F4333C8E2219B5DB2E94BBEE2,Coupler,车钩
/B54F701C4E9323064F2FA0A351CED457,Coupler,车钩
/8265E35846E0698E1B38FF92038611A3,Cut-In,切入
/897406A348E891C8362274A253C4B653,Cut-In,切入
/935EB08F4B758C5869702BB98957C6E8,Cut-In,切入
/636829F44F0E8CCBF49DB2BC893E6C74,Cut-Out,切除
/878158A348B5AD60E745E2B330BF02DE,Cut-Out,切除
/8AD920EE47BCC591E0493AB2B3DA54C7,Cut-Out,切除
/629EAA8542F9D1A0731DCAAB67F4D582,DMCL_W,带司机室动车(无障碍)
/A54A0276437374EB55D4829465F1C94B,DRA,DRA
/BACA9F314ED1AE3916D028BB4FC8D754,DRA,DRA
/D3B5929244AA177468580D9E87A5763A,DSD,司机安全装置
/DE9F0E96481FF3C26BA04085556025E7,DSD Holdover,司机安全装置延时
/9CD92295497336D757E747AEBDB0FBD8,Day,日间
/5A227B6647D1EBDF99E931A8AE8E41CB,Day Back Up,日间备用
/997E6463438BF474B30CE183AB30A359,Day Running,日间运行
/01F99613400D3D15E285FBAEFD71F701,Decrease Brightness,降低亮度
/4BC76E8D4BE37F97188DF59774B26DB2,Decrease Volume,减少音量
/5D5DD2FD4C116975A273308B19B47178,Deselect,取消选择
/22AC65EC4C3278F96B2B65A7FAE5DDE1,Diesel Multiple Unit,内燃动车组
/4C0F56224B6C2913FD043CBA0CC8DACF,Diesel Multiple Unit,内燃动车组
/BFA60B364A2E46A8CCF30DA1A52A1D9E,Diesel Multiple Unit,内燃动车组
/D1881C4A4FA1BA14AD94C2B8FAFBA8FA,Diesel Multiple Unit,内燃动车组
/163F4466410C2D6C3A7C8E998AA04393,Door Close,车门关闭
/2A3BBD244B95A01E32C89987D1EFC0AB,Door Close,车门关闭
/474F45764FBB20C7C00F1DADEF4E65F1,Door Close,车门关闭
/55D2AAC1438D42B4241A41AE324C3F21,Door Close,车门关闭
/5606654D4F0029CEB8797A9286F84E70,Door Close,车门关闭
/6000D15E4397D91D033C128EB052B07F,Door Close,车门关闭
/C584E992436EBE5424F4A4B1FD12807E,Door Close,车门关闭
/D27AD7024827BC8922FF93B316198930,Door Close,车门关闭
/72EBDB8C4F072A1D1550DFA070388857,Door Control,车门控制
/7BA4ECF3450B5529D8C34C881D879FD4,Door Control,车门控制
/10E7D0264B7F4DD2987BACBBD8D858D5,Door Deselect,取消车门选择
/316E45EE4473D997D37120BBB3C3D7DD,Door Deselect,取消车门选择
/322C7AC845399E207C408290D8572BCD,Door Deselect,取消车门选择
/14EE91C6409DD2F3B6632AA1B4A8E039,Door Open,车门打开
/51C5DB8F4420E3C679A1088091B07B41,Door Open,车门打开
/65436BFC43B969A99BC039A754D598D4,Door Open,车门打开
/6D7F8C144355C8D4FD4C718892629BE8,Door Open,车门打开
/7EB675C84B0A5E3CDA20608CEC0392DB,Door Open,车门打开
/9C0BB7B94209978D8B57BA918629565C,Door Open,车门打开
/9E0DC78040A4EC9955DB82B4D26365C5,Door Open,车门打开
/A2142EE244BC27F579F58B95FF83FD98,Door Open,车门打开
/A2AB08734C48DFA14147A7BAEF970C42,Door Open,车门打开
/A9917E3B4E602FE90EA5C38D17228E0F,Door Open,车门打开
/B318A4214AF427C838A852943C67ACBC,Door Open,车门打开
/EDB6AD9C49A51365F72C779EDED1CB0B,Door Open,车门打开
/C8FE335A4BDF48C7FAC8E5AD0B04AD26,Door Power,车门供电
/B84D0C114663A424B7DD068080CA8DA4,Door Release,车门释放
/289D9DD14434C4F292D5AFBAB9129FF2,Doors Close,车门关闭
/2C22B14240D922DAA422D785BF42FE98,Doors Close,车门关闭
/370C886745754D48C1A707ADAB9531D9,Doors Close,车门关闭
/3BFBA5544FFFBC6377F3FEB0F51445A1,Doors Close,车门关闭
/ACE6B92E4E57CFFCCFFD689247AE7908,Doors Close,车门关闭
/55944E3840EF8075CAC1048A6A320515,Doors Release,车门解锁
/5773CDB54CDFBB1C75DCFFAC57C7BD91,Doors Release,车门解锁
/9E6E603745464834BE9E548AA9F77086,Doors Release,车门解锁
/592CF1624332CF8DE9DC86B327D2B010,Down,放下
/C8FD40834855C710E59C7C8E7715FDCE,Driven 72 Miles!,驾驶达72英里！
/58E67D8242656C0F06726D8121D74B54,Driven 720 Miles!,驾驶达720英里！
/E6FC986047047F7F0572F48F52B2E72A,Driver,司机
/010E91ED42CF9E879CD538918EF9350E,Driver Assist,司机辅助
/10AC949D440FE1458942C6A29DE22207,Driver Assist,司机辅助
/268D10524DC4301085DCD6987B088E0E,Driver Assist,司机辅助
/882FC81F433B7B1A3B87C5B6007BC923,Driver Assist,司机辅助
/A9D596054C239B7024FE0E8708549D32,Driver Assist,司机辅助
/C0726153474301C92F42768B2467AD40,Driver Assist,司机辅助
/CD26636D4355B9E69C2D27817C75585B,Driver Assist,司机辅助
/D20A0ACA4C933BFE90B429BAEE72009D,Driver Assist,司机辅助
/ED6BB8AC465E345EBAA997B3C1024D4C,Driver Assist,司机辅助
/5B2B17FB4661D1EECD4EE8A95AA11F07,Driver Safety Device is in emergency. Bring train to a stop and use vigilance pedal to clear this Emergency Brake,司机安全装置已触发紧急制动。请停车并踩下警惕踏板以解除紧急制动。
/C69368DE456D1368330641AC6E289A75,Driver Seat,司机座椅
/A8191D424841F89BD078D48BDD5DDA34,ECW Class 171,东部沿海铁路线 Class 171
/4911B66D41DCC80749B18D96F26BDECE,EQ,均衡缸
/1A8B69084A8E28F36A92F8B232242F05,EastCoastway,东部沿海铁路线
/C20F02234E9E11803779BDB74EF2A4AA,EastCoastway,东部沿海铁路线
/C43012A14C02CBBFA278E1BCBCA74986,EastCoastway,东部沿海铁路线
/EC40C2854F434E26CDA3DC85BC85B86A,EastCoastway,东部沿海铁路线
/839892A549C1B17CF30CBBBFE82F1F3D,Emergency,紧急
/F6C9369043D95E5109B24AAF352B9D25,Emergency,紧急
/D688376746C6820B7FFACB9BBA029EFC,Emergency Brake,紧急制动
/523E63604108477AC8BB598CD19A2011,Energise Local Door,本车门激活
/97258A544DC42F3ED589A1A70D17D937,Energise Local Door,本车门激活
/3FF855CA4ECB7BEDFE7B45A41923F67F,Energised,通电
/7FD7ABFF4FA12CE6831062AAC6D579F0,Energised,通电
/21EA03DB49DBBAB3B605A28130B96BF1,Engine Start,发动机启动
/4B161AEB4F86C44994748DA7D9B36067,Engines Stop,发动机停止
/CD10247144A7975AB12815A92FD436C5,Fast,快
/A3637925450C511A4EEBD197F7B4C804,Floor Heat Only,仅地板加热
/0D2961CD4281F5787467FBA5E0671ADC,Foot Warmer,暖脚器
/D668099B411B05E8BE6C8DB73386C41A,Forward,前牵位
/013D1F504FBD52BC7B28AEB098CAFBA7,Fuel Cap,燃油盖
/165A3DF74F269A9A9F32628A552E4CB1,Fuel Cap,燃油盖
/C75C72F64998F6B6D0B1FAA5DE364002,Full Heat,最大加热
/9CC6DCA641933669F2AEC3A0BE1A8318,Guard Panel,列车员面板
/C7551A4D4F671D3F738E66AEA867033A,Guard Panel,列车员面板
/D920F05342EB934D573168BC27824F74,Hazard Lights,危险警示灯
/1C565431462A8C49C979C6B4F1372960,Headlights,头灯
/5693AD2343F0520455D6B69C6D505D2A,Headout Left,左侧探头
/3CC0C2EF4F0F851AEB034A909CD69387,Headout Right,右侧探头
/2087E91E41182B387DAF55AEA5D608BA,High,高
/F90C4E384AE36F4CADAB329D0E971E1D,Hill Start,坡道启动
/7FE2AB9A411071C27ED20DB96E36CEC9,Horn,鸣笛
/9182869A473D70F09BC4B38D986F9619,Horn Soft,柔和鸣笛
/43218A8749C0AEDD1BAF65B75293E7B3,Increase Brightness,增加亮度
/D604885B4F80D3EB79A2DF896A6E3B76,Increase Volume,增加音量
/2F6C8F4E4EBA7F14DA9C32A7FF51E0C4,Insert and set the Master Key to ON and set the Reverser away from OFF to activate this cab.,插入并将主钥匙设为开启，并将方向手柄移出关闭位以激活此司机室。
/21D9571F48657A4C3C45E8BC58BC43D8,Intermittent,间歇
/00A386E6417BB4004DA0F7A5579B889C,Isolated,隔离
/0E8D6BA54645FF87FDDD939FD2A3DF70,Isolated,隔离
/8699E640490E67DA3345668F4AC3CD2C,Isolated,隔离
/D87568264478F4BD738403BA91C3F73B,Isolated,隔离
/6B5940504428A027ED00809475C2E469,Isolation Panel,隔离面板
/16A059EC49911859290CBCBE7E279127,Locked,已锁定
/A157598F4DD418C527633894A4DFDE08,Low,低
/40A58F9443A187EB6677F983BA6F45EB,MR,主风缸
/6E9DE54247BBDCC5CE29AA8994158254,Marker,标志灯
/39BF2B1C42255A84AC4082B15AF488B4,Marker Lights Only,仅标志灯
/28D02E954FC491BC03C9C8BA5C7C072F,Master Key,主控钥匙
/B31A7F5446654C62825938940BF8298B,Move Reverser to NEUTRAL before using compressor.,在使用空气压缩机前请将方向手柄移至中立位。
/73C6CB664EBEF43D9A9D0DA1CC16A2A4,Move the Throttle to OFF and then set the DRA to OFF to disable the DRA.,将牵引手柄移至关闭位，然后将驱动器锁定器设为关闭以解除驱动器锁定器。
/AC639717495346C4A54E3E940805F474,Neutral,中立
/033E4FD140112CDD3772C0AA456DB496,Next Destination,下一目的地
/46EBBF4F47CC5D0A18F2588697387E7F,Night,夜间
/A944875141F9241DB0E936B46C9D627D,Night Back Up,夜间备用
/A5A4D3D9436B8860EB7C30837DBD6259,Night Running,夜间运行
/2BE2078F4F5DD0E33AD83FA6426AEF1F,Normal,普通
/6C9E050746F658CA6FC592A4C9ACAE11,Normal,普通
/DE39202A4B78198A2B4298B272F12282,Normal,普通
/E1DF1E634CAA5C5D720E7C9CE3BA27A4,Normal,普通
/423BB54847136AB8FCEE458F76772A87,Notice Board Light,布告栏灯
/0C3B8CF5476FE64C53A6ACBFEBA7B683,Off,关闭
/12B2DC0D462E208D33F24786284032CC,Off,关闭
/24F90EEC4A7B648C8156F9A2E71BAEAB,Off,关闭
/53CD6DA14A6BA79F64FCB0AC25722DBD,Off,关闭
/6A25B8784E2BDAB311D8F8A471D5C95B,Off,关闭
/88773BA642636FE9EB50D5826A12DFE0,Off,关闭
/B1E11A8746135A6DD6A6BD97611F7CAD,Off,关闭
/CC37C8404E2A191EB3CAC68E1D754AD1,Off,关闭
/DAAED9C941BB67771F8F9183A98FB3B1,Off,关闭
/E2548FB945C13E562D489B94E3CEB3A7,Off,关闭
/E26BC825480966423CB0EE8BC0C388DE,Off,关闭
/28AC4BCD46F1EBF8E7FFCCBB4380D86F,On,打开
/3374ABAB4DC39210360D65B5ED3F0EA1,On,打开
/9805D7FB4B746E449026FCA6D35F4846,On,打开
/7BD854A14B64E8B0561D6FBB8B316922,On/Off,开启/关闭
/96D2F6D74FE6485513BFBF925463D6ED,One of the Diesel Engines has stalled. It will need restarting.,其中一台柴油发动机已熄火。需要重新启动。
/0A2ED3A84A2F0230F68A82A8ED487EE2,Open,开启
/2555796049CEA1566D976D9F25C9AECD,Open,开启
/E1626C6A41F35D3DF1F422ABDEAB860C,Pedal,踏板
/0A3512444D0E3C89E22705AE3EFC1D14,Powered,受电
/02D71F7E439ABF063F094E9627ABE81A,Pressed,已按下
/0411AF7243AD57138191199480D21422,Pressed,已按下
/05ABA8A548D827F55B0AAB82CC6552C6,Pressed,已按下
/0729E99E45FDB8028E728E9B65C92C26,Pressed,已按下
/0F4301D24CAAC03F60AAE78869E8F90E,Pressed,已按下
/10258C614D0C5D731D8BE895B60FBC03,Pressed,已按下
/13181BF845367784246BC79771DF1B03,Pressed,已按下
/177844D749F65FBDF771559D1EB7216F,Pressed,已按下
/1E712B6D4DAD260E62884D9451B19696,Pressed,已按下
/21E76E3C4DB1D152F5DF1E858F295FCC,Pressed,已按下
/268AE15F4F6E77C16038109B8224532F,Pressed,已按下
/2E7D38A746EDA505776AA59F42088A4D,Pressed,已按下
/2F2D21F54B09E3C1BD985D9A5811BD1B,Pressed,已按下
/336B1B8242D45E577D42549734001E49,Pressed,已按下
/34A14C104A76BB51490AEF919AE002D2,Pressed,已按下
/3911DF4346F8586FF9C5DD8CF8B030E5,Pressed,已按下
/395ABDCB4FE31FC3280AF896FC6B488E,Pressed,已按下
/4081BABD4CF15A5B057947B879381F94,Pressed,已按下
/43C7529E4B563A0F1C2C4393863AE763,Pressed,已按下
/461876C742C5478F8CADE28A78EE4838,Pressed,已按下
/462E2C7F491DC34D8A50E181A382F14D,Pressed,已按下
/465F92394EB5933512AD77BBFC1DE3A4,Pressed,已按下
/47DB8A94483766ABFE259A8C5469DBB9,Pressed,已按下
/4B19CF2843634E8CEF38F68188EF6E71,Pressed,已按下
/4E9AD47D4917AF85F635F085554072CF,Pressed,已按下
/54CF838146D78CEC13C38A985C96777F,Pressed,已按下
/59F921594DA0EDD5A374B782C80A965B,Pressed,已按下
/6127E06E48771452706AFA8DED4878FC,Pressed,已按下
/6280C2B14664730794F734AB34135390,Pressed,已按下
/65E99F684F44633A7F36A29E5147A9A8,Pressed,已按下
/6D3984A34691EED0E498E3BC855CC0DC,Pressed,已按下
/772BE591476948E0BAC6ACB1F8BF4738,Pressed,已按下
/846D894145A658EBAAF5ECAEBA0FBFE5,Pressed,已按下
/85BEB947482E8FB8CFC0739C6B0EB26A,Pressed,已按下
/87136D3A419598D288A7A2A590F448CF,Pressed,已按下
/8B99612F4FD1F5C2634AFFB135A5F4DA,Pressed,已按下
/906F9AE8494D84DD3DFABDB5C9F8DF18,Pressed,已按下
/94AC028248041255529EC48CA3876D26,Pressed,已按下
/98D4998E4244401447CF3C9A65521047,Pressed,已按下
/9B61B7AF4F939C28C5BE03ABE76A6BF0,Pressed,已按下
/9BA5F38A4DDF6622ABF60DB1392CF7E8,Pressed,已按下
/9E73D954412F54CD9746AC9C126FCD16,Pressed,已按下
/A04D05704F16390AC4B028887DFF353B,Pressed,已按下
/A4579AD8401E123674AD9197D38E4E14,Pressed,已按下
/A5CD8F0F4E90F8829806EB8E7E107AFD,Pressed,已按下
/A81C13D442BA580A61F88A9BBFFE1F63,Pressed,已按下
/ABA7FE364505AE7D5B9935BCDEAF8623,Pressed,已按下
/AEBF03CB4F47C1140ABE7F8A144EB972,Pressed,已按下
/AECFB82340FE9FB8FF549694B28B0B32,Pressed,已按下
/AF7EC2984DBD5679A52547AF1435A9F4,Pressed,已按下
/B35EB1594203E073A815EEA00B6498BA,Pressed,已按下
/BA95506A4D456FB8A56D61BBC22E3A66,Pressed,已按下
/BEB598464DC0729F9CDAE29FC153E473,Pressed,已按下
/C3AB1FE8426849A596CBD392D8868229,Pressed,已按下
/C5DA294B4566611523ED389361A798D2,Pressed,已按下
/C8632D4243CFE8D45CB6F4A046F06E89,Pressed,已按下
/CB68323744A595012F4D298A448564D4,Pressed,已按下
/D51B85C044E084FD027DF5A2412EE5BE,Pressed,已按下
/D56FD2EA4D195C6B2CA4459C1D3DEEA8,Pressed,已按下
/D6405559446E9F2D016D0D93B6FF1246,Pressed,已按下
/D6A0E0E34F2F6CEF5BFE9EBF10E80C68,Pressed,已按下
/DA74E39648BD7BBFBD6BD3916242B066,Pressed,已按下
/E193DC63438F521CE48F75A1F5C62068,Pressed,已按下
/E33106D045BCFF5F3564AC93485F37D3,Pressed,已按下
/E8CF2AF34B764AE2540B51B55D8B22F3,Pressed,已按下
/EBA877834715B725DF61AAB0C46B2B29,Pressed,已按下
/EF48AC0B487587A25378728EA3EE8158,Pressed,已按下
/F07AD59D46D502D7B1B29CA58C9B9A20,Pressed,已按下
/F191456A4A0E34D3B70C17A4E82BAFC7,Pressed,已按下
/FF07B9EC4D2972F7FD685DBE8D34FF9C,Pressed,已按下
/6C2A98D14AD5C7760D4C538AD527D48A,Previous Destination,前一目的地
/54F6969D46A43094417465955582641B,P{PowerPos},P{PowerPos}
/2359214B45F696F6AC1B959FB05D34BC,Radio Cut Out,电台切除
/1FC50AB04D44F3F76231DB811EA214F5,Random Fault,随机故障
/4D858D264B60E70B1411E587F4F5F42F,Random Fault,随机故障
/62D1B412403148B17C0375B25E1B8C5B,Random Fault,随机故障
/9C7DE4064192473526BEE89F15B869DF,Random Fault,随机故障
/B38CFD094E714B5A18269BACA4F92455,Random Fault,随机故障
/B7353FD44C08552A2F8195874D422848,Random Fault,随机故障
/9FA6DE114B30F8BD0B7D3881A01FFE71,Released,已缓解
/085D05C64E82E5A51B845C9857851789,Reverse,后牵位
/3998AE8A40EC827C2F79FDB48EBB76B2,Reverser,反向器
/F80AF6FA41D27AD967402E9B8C9EDA00,Safety Systems,安全系统
/67ECF9B749019018990A069DEEEF9C4E,Sand,撒砂
/B2687666480E897222E8FCA97A52A71A,Seat,座位
/D67AE3E34B22F3E0A55B89942BF59412,Secondman,副司机
/A1D5B7B541B2E566B4A15A82CB48351D,Set,设置
/055CABBB4A00AFE20CA73B887CE72FBE,Set the Reverser away from OFF to activate this cab.,将方向手柄移出关闭位以激活此司机室。
/46A8BABA462F866FA55EB1ADA2A9834D,Set the direction of travel to FORWARD or REVERSE before applying power.,在施加牵引力前请将行进方向设置为前进或后退。
/226F42B8474EB77FC06A2C8CEDB6A9B2,Signal,信号
/727ADAE2401DD02043A279981DA4B0DC,Signal,信号
/9AE747144F52A186E1477AA9D9B99C73,Signal,信号
/9E9628604E5C891DED75D4B795B45DDE,Signal,信号
/3DAD8CD04195C1F7C740C19274B6DA36,Sit In Passenger Seat,坐在座椅上
/DDCDA09A4453B2D805F73EA71D32E068,Sit in Driver's Seat,坐在驾驶座上
/2FDDE2BE4A08CBA60B42BF97C712DA47,Sit in First Class Seat,坐在一等座座位上
/2CC1F3C04108916124EF399D839A84C2,Sit in Passenger Seat,坐在座椅上
/4D25B840410BFD2B18A40F82F1D98609,Sit in Passenger Seat,坐在座椅上
/84EAB8474A21DD7E7897CD826C42AE71,Sit in Passenger Seat,坐在座椅上
/B6AE88414C00C1FF3C209FBD1CC1A3A9,Sit in Secondman Seat,就坐于副司机座位
/6C4C54C447388E7C313E5DB0441FFE49,Slow,慢
/7742DCC7403F1224BD65D1B49046B227,Soft High,柔和高音
/DF427318498A09831262C5A7CE2C581D,Soft Low,柔和低音
/60D028424E03192727C407A0700BF37B,TEXT,文本
/9066560F457FC4DFB5554DADE4D4DAE5,TPWS Cut Out,列车保护与警报系统切断
/992B3CDC4FF522F9E3C1B9BB47A44A00,Tail Lights,车尾灯
/04CA0775445A8E55094ED593BE6DA75A,Temperature,温度
/E8EB51FC4BCE4409BA2D8E83552464FC,Test,测试
/FBF048B94C152A7BD94F2789C9A5870F,The engine must first be started to allow power to be applied.,必须先启动发动机才能施加牵引力。
/EE495BC5435D167A27B81985FEC5BDDA,The fault has been fixed.,故障已修复。
/20BA9C964BB7AE804BFF22B2BCED91C5,The passenger Train Lights have turned off.,客室灯光已关闭。
/4AE0E7C74174398D8706E191A48A75F0,This passenger door has been unstuck.,此客室门已解除卡死状态。
/A96F5C5B41960E44AD589BBB3D18B03F,Throttle/Brake,牵引/制动
/962443A44290C192830EEBBE43D7E38A,Traction lock will not release while the passenger doors are open or unlocked.,客门开启或未锁定时，牵引锁定无法缓解。
/7F0C6DEB48DCF0A1352EBB92423CF87D,Train Lights Off,列车照明关闭
/F7C8541A42E08B28DCF966B06E59D266,Train Lights On,列车照明开启
/D76E5473435B213B1BA3C79206323701,Train Stop Override,列车停车超驰
/914500554FFE5FB0AF25278A4A738909,Uncouple,解挂
/69C01A4F445F8EA986CF36A34ED4F844,Unlocked,已解锁
/4DD6BB1F4CD675AB83C092B735235061,Up,收起
/26148AA4499AB2010088AF90CDB04526,Used a Cab Door,使用驾驶室门
/0637967543B60256BB6071896689C771,Used the Cab Light,使用驾驶室灯
/DC3AC1D34F857DE9FA55B3B77E97E498,Used the Door Unlock,使用车门解锁
/07AC4C0C4BD3981FAE4683A6E558E4DF,Used the Headlights,使用前照灯
/305E8C6A4FE268291824A1B59AC33E93,Used the Passenger Saloon Lights,使用客舱灯
/CA46AF1D452526A05983E7AFE91FF5BB,Used the Reverser,使用反向器
/274D656A4C8A3DD9E91AB9BCACF6489A,Used the Throttle,使用油门
/788A0E324B9A8497F652F69793FC521B,Used the Whistle,使用了鸣笛
/26CBC5144002AB47CD36DB93A39D25CF,Used the Wipers,使用雨刮器
/503EF5144FE99CE4FA4556A13B909950,Vent Only,仅通风
/233330874F49E0005F4229A510384A31,Vigilance,警戒
/4A3A7CF74B8BC7F63EF7F681EA761DC3,Vigilance Pedal,警惕踏板
/6707019F4FB0F2A358DFA381F76788DE,Vigilance Systems,警惕系统
/4C0F3A464B0AA5A1DF335EB8F58A3025,Window,窗户
/7F2413DF4573B3934CD7BAAC0725002B,Window,窗户
/7F8A72C2460A99AE76AC14AF7CBAEE79,Windscreen Demister,风挡除雾器
/63C4A5284843DE6A695659A62D8D692C,Wiper Selector,雨刷选择器
/547DF73241ED6430F828E99B381397DB,Wiper Speed Selector,雨刷速度选择器
Dispatcher/Denied request pass signal (junctions),Denied. Check switches.,已拒绝，请检查道岔
Dispatcher/Denied request pass signal,Denied. Dispatcher is unable to authorize movements.,已拒绝，调度员无法授权此次调动
Dispatcher/Denied request pass signal (too far),Denied. Move up to the signal and wait.,已拒绝，请前进至信号灯处等待
Dispatcher/Denied request pass signal (no route),Denied. No route available,已拒绝，没有可用路径
Dispatcher/Denied request pass signal (service),Denied. Service not authorized in signalled area.,已拒绝，信号区域内未授权提供服务
Dispatcher/Denied request pass signal (train ahead),Denied. Train in section ahead.,已拒绝，前方区段有列车
Dispatcher/Denied request pass signal (wait signal),Denied. Wait for signal to change.,已拒绝，请等待信号改变
Dispatcher/Denied request pass signal (off path),Denied. Your train appears to be off path.,已拒绝，您的列车似乎偏离了预定轨道
Dispatcher/Request pass signal: proceed,Proceed as signals indicate,依照信号指示行驶
Dispatcher/Request pass signal: proceed restricted,Proceed at Restricted Speed,依照限速行驶
